Registered,Date,Year,Month,Day,Hour,Holiday,WorkDay,Weather,Temp,TempFeel,Humidity,Windspeed,Casual
7,1/15/11,2011,1,6,3,0,0,2,0.16,0.2273,0.59,0,1
5,1/15/11,2011,1,6,4,0,0,2,0.16,0.2273,0.59,0,0
1,1/15/11,2011,1,6,5,0,0,1,0.16,0.2273,0.59,0,0
2,1/15/11,2011,1,6,6,0,0,1,0.14,0.1667,0.63,0.1045,1
9,1/15/11,2011,1,6,7,0,0,1,0.14,0.2121,0.63,0,1
22,1/15/11,2011,1,6,8,0,0,1,0.14,0.1515,0.63,0.1343,1
31,1/15/11,2011,1,6,9,0,0,1,0.16,0.1818,0.64,0.1343,2
57,1/15/11,2011,1,6,10,0,0,1,0.18,0.197,0.59,0.1642,2
54,1/15/11,2011,1,6,11,0,0,1,0.2,0.197,0.55,0.2239,18
74,1/15/11,2011,1,6,12,0,0,1,0.24,0.2273,0.48,0.2239,15
80,1/15/11,2011,1,6,13,0,0,1,0.28,0.2576,0.38,0.2985,21
92,1/15/11,2011,1,6,14,0,0,1,0.3,0.2879,0.39,0.2836,26
108,1/15/11,2011,1,6,15,0,0,2,0.32,0.3182,0.36,0.194,21
95,1/15/11,2011,1,6,16,0,0,2,0.34,0.3333,0.34,0.194,33
54,1/15/11,2011,1,6,17,0,0,2,0.32,0.303,0.36,0.2836,29
69,1/15/11,2011,1,6,18,0,0,2,0.3,0.2879,0.45,0.2537,15
60,1/15/11,2011,1,6,19,0,0,2,0.32,0.303,0.39,0.2537,14
35,1/15/11,2011,1,6,20,0,0,2,0.32,0.303,0.39,0.2537,6
51,1/15/11,2011,1,6,21,0,0,2,0.32,0.303,0.39,0.2239,6
26,1/15/11,2011,1,6,22,0,0,2,0.3,0.3182,0.42,0.1045,0
39,1/15/11,2011,1,6,23,0,0,1,0.3,0.2879,0.45,0.2836,5
33,1/16/11,2011,1,0,0,0,0,1,0.26,0.303,0.56,0,6
19,1/16/11,2011,1,0,1,0,0,1,0.26,0.2727,0.56,0.1343,4
13,1/16/11,2011,1,0,2,0,0,1,0.26,0.2879,0.56,0.0896,3
6,1/16/11,2011,1,0,3,0,0,1,0.22,0.2727,0.69,0,9
1,1/16/11,2011,1,0,4,0,0,1,0.26,0.2576,0.56,0.1642,0
1,1/16/11,2011,1,0,5,0,0,2,0.26,0.2576,0.56,0.1642,1
1,1/16/11,2011,1,0,6,0,0,2,0.26,0.2576,0.56,0.1642,0
3,1/16/11,2011,1,0,7,0,0,2,0.24,0.2121,0.56,0.2985,0
18,1/16/11,2011,1,0,8,0,0,1,0.22,0.2121,0.55,0.2836,0
29,1/16/11,2011,1,0,9,0,0,1,0.22,0.2121,0.51,0.2537,3
71,1/16/11,2011,1,0,10,0,0,1,0.22,0.2121,0.51,0.2836,8
70,1/16/11,2011,1,0,11,0,0,1,0.24,0.2273,0.44,0.2537,23
75,1/16/11,2011,1,0,12,0,0,1,0.24,0.2121,0.41,0.2836,29
95,1/16/11,2011,1,0,13,0,0,1,0.26,0.2273,0.35,0.2985,23
69,1/16/11,2011,1,0,14,0,0,1,0.28,0.2727,0.36,0.2537,22
78,1/16/11,2011,1,0,15,0,0,1,0.26,0.2424,0.38,0.2537,35
77,1/16/11,2011,1,0,16,0,0,1,0.24,0.2273,0.38,0.2239,22
82,1/16/11,2011,1,0,17,0,0,1,0.22,0.2121,0.37,0.2537,23
56,1/16/11,2011,1,0,18,0,0,1,0.2,0.2121,0.4,0.1642,11
47,1/16/11,2011,1,0,19,0,0,1,0.18,0.197,0.47,0.1343,14
50,1/16/11,2011,1,0,20,0,0,1,0.18,0.197,0.47,0.1642,7
22,1/16/11,2011,1,0,21,0,0,1,0.18,0.197,0.51,0.1642,6
19,1/16/11,2011,1,0,22,0,0,2,0.2,0.2121,0.49,0.1343,2
18,1/16/11,2011,1,0,23,0,0,2,0.2,0.2273,0.4,0.1045,0
16,1/17/11,2011,1,1,0,1,0,2,0.2,0.197,0.47,0.2239,1
15,1/17/11,2011,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1
8,1/17/11,2011,1,1,2,1,0,2,0.18,0.1667,0.43,0.2537,0
2,1/17/11,2011,1,1,3,1,0,2,0.18,0.1818,0.43,0.194,0
2,1/17/11,2011,1,1,4,1,0,2,0.18,0.197,0.43,0.1343,1
1,1/17/11,2011,1,1,5,1,0,2,0.18,0.197,0.43,0.1642,0
5,1/17/11,2011,1,1,6,1,0,2,0.18,0.1818,0.43,0.194,0
9,1/17/11,2011,1,1,7,1,0,2,0.16,0.1818,0.5,0.1343,4
30,1/17/11,2011,1,1,8,1,0,2,0.16,0.1515,0.47,0.2239,3
39,1/17/11,2011,1,1,9,1,0,2,0.16,0.1515,0.47,0.2239,8
50,1/17/11,2011,1,1,10,1,0,2,0.16,0.1515,0.5,0.2537,7
55,1/17/11,2011,1,1,11,1,0,2,0.16,0.1515,0.55,0.194,9
70,1/17/11,2011,1,1,12,1,0,2,0.18,0.197,0.47,0.1343,10
80,1/17/11,2011,1,1,13,1,0,2,0.18,0.197,0.47,0.1343,13
74,1/17/11,2011,1,1,14,1,0,2,0.18,0.2121,0.43,0.1045,12
72,1/17/11,2011,1,1,15,1,0,2,0.2,0.2121,0.47,0.1642,21
76,1/17/11,2011,1,1,16,1,0,2,0.2,0.2121,0.47,0.1642,6
67,1/17/11,2011,1,1,17,1,0,1,0.2,0.197,0.51,0.194,4
85,1/17/11,2011,1,1,18,1,0,2,0.18,0.1667,0.55,0.2537,7
58,1/17/11,2011,1,1,19,1,0,3,0.18,0.1818,0.59,0.194,2
29,1/17/11,2011,1,1,20,1,0,3,0.16,0.1515,0.8,0.194,4
24,1/17/11,2011,1,1,21,1,0,3,0.16,0.1515,0.8,0.194,3
13,1/17/11,2011,1,1,22,1,0,3,0.14,0.1212,0.93,0.2537,0
3,1/17/11,2011,1,1,23,1,0,3,0.16,0.1364,0.86,0.2836,1
3,1/18/11,2011,1,2,12,0,1,2,0.2,0.1818,0.86,0.3284,0
22,1/18/11,2011,1,2,13,0,1,2,0.2,0.197,0.86,0.2239,0
26,1/18/11,2011,1,2,14,0,1,2,0.22,0.2273,0.8,0.1642,2
32,1/18/11,2011,1,2,15,0,1,2,0.22,0.2273,0.87,0.1642,3
61,1/18/11,2011,1,2,16,0,1,2,0.22,0.2273,0.87,0.194,0
124,1/18/11,2011,1,2,17,0,1,2,0.22,0.2273,0.82,0.194,1
132,1/18/11,2011,1,2,18,0,1,2,0.22,0.2273,0.8,0.1642,1
98,1/18/11,2011,1,2,19,0,1,2,0.22,0.2273,0.8,0.1343,1
83,1/18/11,2011,1,2,20,0,1,2,0.22,0.2727,0.87,0,0
41,1/18/11,2011,1,2,21,0,1,2,0.22,0.2424,0.93,0.1045,0
33,1/18/11,2011,1,2,22,0,1,2,0.22,0.2576,0.93,0.0896,0
19,1/18/11,2011,1,2,23,0,1,2,0.22,0.2727,0.93,0,1
3,1/19/11,2011,1,3,0,0,1,2,0.22,0.2727,0.93,0,0
6,1/19/11,2011,1,3,1,0,1,3,0.22,0.2273,0.93,0.1343,1
3,1/19/11,2011,1,3,2,0,1,3,0.22,0.2273,0.93,0.1343,0
1,1/19/11,2011,1,3,4,0,1,3,0.22,0.2273,0.93,0.1343,1
7,1/19/11,2011,1,3,5,0,1,2,0.22,0.2576,0.93,0.0896,0
32,1/19/11,2011,1,3,6,0,1,2,0.22,0.2576,0.93,0.0896,0
89,1/19/11,2011,1,3,7,0,1,2,0.24,0.2576,0.92,0.1045,1
196,1/19/11,2011,1,3,8,0,1,2,0.24,0.2576,0.93,0.1045,1
107,1/19/11,2011,1,3,9,0,1,2,0.24,0.2576,0.93,0.1045,2
46,1/19/11,2011,1,3,10,0,1,2,0.26,0.2727,0.93,0.1343,1
47,1/19/11,2011,1,3,11,0,1,2,0.28,0.303,0.87,0.0896,5
65,1/19/11,2011,1,3,12,0,1,2,0.3,0.3182,0.81,0.0896,5
67,1/19/11,2011,1,3,13,0,1,1,0.4,0.4091,0.62,0.2836,11
68,1/19/11,2011,1,3,14,0,1,1,0.4,0.4091,0.58,0.2537,7
78,1/19/11,2011,1,3,15,0,1,1,0.4,0.4091,0.54,0.2836,4
94,1/19/11,2011,1,3,16,0,1,1,0.38,0.3939,0.58,0.3881,10
190,1/19/11,2011,1,3,17,0,1,1,0.36,0.3333,0.57,0.3284,7
156,1/19/11,2011,1,3,18,0,1,1,0.34,0.3182,0.61,0.2836,5
108,1/19/11,2011,1,3,19,0,1,1,0.32,0.2879,0.57,0.4179,4
74,1/19/11,2011,1,3,20,0,1,1,0.32,0.303,0.49,0.2985,2
55,1/19/11,2011,1,3,21,0,1,1,0.32,0.2879,0.49,0.4179,4
53,1/19/11,2011,1,3,22,0,1,1,0.3,0.303,0.52,0.1642,6
27,1/19/11,2011,1,3,23,0,1,1,0.3,0.2727,0.52,0.4627,1
8,1/20/11,2011,1,4,0,0,1,1,0.26,0.2273,0.56,0.3881,5
3,1/20/11,2011,1,4,1,0,1,1,0.26,0.2727,0.56,0,2
2,1/20/11,2011,1,4,2,0,1,1,0.26,0.2727,0.56,0,0
1,1/20/11,2011,1,4,3,0,1,1,0.26,0.2576,0.56,0.1642,0
1,1/20/11,2011,1,4,4,0,1,1,0.26,0.2576,0.56,0.1642,0
6,1/20/11,2011,1,4,5,0,1,1,0.24,0.2273,0.6,0.2239,0
35,1/20/11,2011,1,4,6,0,1,1,0.22,0.2121,0.6,0.2239,0
100,1/20/11,2011,1,4,7,0,1,1,0.22,0.2121,0.55,0.2239,1
247,1/20/11,2011,1,4,8,0,1,1,0.22,0.2121,0.55,0.2836,2
140,1/20/11,2011,1,4,9,0,1,2,0.24,0.2273,0.52,0.2239,3
56,1/20/11,2011,1,4,10,0,1,1,0.26,0.2273,0.48,0.2985,1
63,1/20/11,2011,1,4,11,0,1,2,0.28,0.2727,0.45,0.1642,5
77,1/20/11,2011,1,4,12,0,1,2,0.3,0.3333,0.42,0,7
86,1/20/11,2011,1,4,13,0,1,2,0.28,0.2879,0.45,0.1045,12
75,1/20/11,2011,1,4,14,0,1,2,0.3,0.303,0.45,0.1343,6
62,1/20/11,2011,1,4,15,0,1,2,0.32,0.3182,0.45,0.194,8
83,1/20/11,2011,1,4,16,0,1,2,0.3,0.303,0.49,0.1343,8
207,1/20/11,2011,1,4,17,0,1,2,0.3,0.3182,0.49,0.1045,8
184,1/20/11,2011,1,4,18,0,1,2,0.26,0.2576,0.56,0.194,1
146,1/20/11,2011,1,4,19,0,1,1,0.26,0.2273,0.56,0.3284,6
124,1/20/11,2011,1,4,20,0,1,2,0.26,0.2424,0.6,0.2836,2
54,1/20/11,2011,1,4,21,0,1,2,0.24,0.2273,0.6,0.2537,3
56,1/20/11,2011,1,4,22,0,1,2,0.24,0.2121,0.65,0.2836,0
28,1/20/11,2011,1,4,23,0,1,2,0.24,0.2121,0.65,0.3284,3
20,1/21/11,2011,1,5,0,0,1,2,0.24,0.2273,0.7,0.2537,1
6,1/21/11,2011,1,5,1,0,1,2,0.24,0.2273,0.7,0.2537,0
2,1/21/11,2011,1,5,2,0,1,3,0.24,0.2424,0.75,0.1642,0
1,1/21/11,2011,1,5,3,0,1,3,0.22,0.2121,0.8,0.2985,0
1,1/21/11,2011,1,5,4,0,1,2,0.22,0.2576,0.87,0.0896,0
4,1/21/11,2011,1,5,5,0,1,1,0.24,0.197,0.6,0.4179,1
27,1/21/11,2011,1,5,6,0,1,1,0.22,0.2121,0.55,0.2537,0
66,1/21/11,2011,1,5,7,0,1,1,0.2,0.1818,0.51,0.2836,2
210,1/21/11,2011,1,5,8,0,1,1,0.2,0.1818,0.47,0.3284,7
159,1/21/11,2011,1,5,9,0,1,1,0.2,0.1818,0.51,0.3582,7
57,1/21/11,2011,1,5,10,0,1,1,0.2,0.1667,0.47,0.4627,6
53,1/21/11,2011,1,5,11,0,1,1,0.22,0.1818,0.41,0.4627,6
67,1/21/11,2011,1,5,12,0,1,1,0.22,0.1818,0.27,0.5821,11
65,1/21/11,2011,1,5,13,0,1,1,0.2,0.1515,0.21,0.5821,8
56,1/21/11,2011,1,5,14,0,1,1,0.2,0.1515,0.25,0.5224,6
61,1/21/11,2011,1,5,15,0,1,1,0.16,0.1212,0.26,0.4478,4
97,1/21/11,2011,1,5,16,0,1,1,0.16,0.1364,0.26,0.3582,0
151,1/21/11,2011,1,5,17,0,1,1,0.14,0.1212,0.28,0.3582,10
119,1/21/11,2011,1,5,18,0,1,1,0.12,0.1212,0.3,0.2537,1
93,1/21/11,2011,1,5,19,0,1,1,0.12,0.1061,0.3,0.3284,3
52,1/21/11,2011,1,5,20,0,1,1,0.1,0.0758,0.33,0.4179,1
41,1/21/11,2011,1,5,21,0,1,1,0.08,0.0758,0.38,0.2836,0
33,1/21/11,2011,1,5,22,0,1,1,0.06,0.0303,0.41,0.3881,1
27,1/21/11,2011,1,5,23,0,1,1,0.06,0.0455,0.38,0.3284,0
13,1/22/11,2011,1,6,0,0,0,1,0.04,0.0303,0.45,0.2537,0
9,1/22/11,2011,1,6,1,0,0,2,0.04,0,0.41,0.3881,3
11,1/22/11,2011,1,6,2,0,0,2,0.04,0.0303,0.41,0.2537,0
6,1/22/11,2011,1,6,3,0,0,2,0.04,0.0303,0.41,0.2836,1
3,1/22/11,2011,1,6,4,0,0,2,0.02,0.0152,0.48,0.2985,0
2,1/22/11,2011,1,6,6,0,0,2,0.02,0.0303,0.44,0.2239,0
8,1/22/11,2011,1,6,7,0,0,1,0.02,0.0152,0.44,0.2836,0
26,1/22/11,2011,1,6,8,0,0,1,0.02,0,0.44,0.3284,1
37,1/22/11,2011,1,6,9,0,0,1,0.04,0.0303,0.41,0.2537,3
50,1/22/11,2011,1,6,10,0,0,2,0.04,0.0606,0.41,0.1642,3
59,1/22/11,2011,1,6,11,0,0,2,0.06,0.0758,0.38,0.1343,4
60,1/22/11,2011,1,6,12,0,0,2,0.06,0.1061,0.38,0.1045,10
72,1/22/11,2011,1,6,13,0,0,1,0.08,0.1667,0.35,0,12
64,1/22/11,2011,1,6,14,0,0,1,0.1,0.1364,0.33,0.1045,11
93,1/22/11,2011,1,6,15,0,0,1,0.12,0.1515,0.28,0,10
72,1/22/11,2011,1,6,16,0,0,1,0.12,0.1364,0.28,0.194,11
59,1/22/11,2011,1,6,17,0,0,1,0.12,0.197,0.28,0,8
54,1/22/11,2011,1,6,18,0,0,1,0.08,0.0909,0.35,0.194,0
53,1/22/11,2011,1,6,19,0,0,1,0.08,0.1061,0.35,0.1343,6
44,1/22/11,2011,1,6,20,0,0,1,0.06,0.0758,0.45,0.1642,1
39,1/22/11,2011,1,6,21,0,0,1,0.06,0.1061,0.41,0.0896,0
23,1/22/11,2011,1,6,22,0,0,1,0.06,0.1515,0.49,0,7
31,1/22/11,2011,1,6,23,0,0,1,0.04,0.0758,0.57,0.1045,2
20,1/23/11,2011,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2
12,1/23/11,2011,1,0,1,0,0,1,0.04,0.0758,0.57,0.1045,1
15,1/23/11,2011,1,0,2,0,0,1,0.02,0.0606,0.62,0.1343,3
4,1/23/11,2011,1,0,3,0,0,1,0.02,0.0606,0.62,0.1343,1
3,1/23/11,2011,1,0,5,0,0,2,0.04,0.0758,0.57,0.1045,0
1,1/23/11,2011,1,0,6,0,0,2,0.04,0.0758,0.57,0.1045,0
1,1/23/11,2011,1,0,7,0,0,1,0.08,0.1061,0.58,0.1642,1
17,1/23/11,2011,1,0,8,0,0,1,0.06,0.0758,0.62,0.1642,2
25,1/23/11,2011,1,0,9,0,0,1,0.1,0.0758,0.54,0.3582,3
51,1/23/11,2011,1,0,10,0,0,1,0.14,0.1061,0.46,0.3881,7
77,1/23/11,2011,1,0,11,0,0,1,0.14,0.1364,0.43,0.2239,22
92,1/23/11,2011,1,0,12,0,0,1,0.16,0.1212,0.37,0.4627,24
75,1/23/11,2011,1,0,13,0,0,1,0.14,0.1061,0.33,0.3881,12
93,1/23/11,2011,1,0,14,0,0,1,0.16,0.1364,0.28,0.3582,17
64,1/23/11,2011,1,0,15,0,0,1,0.16,0.1364,0.28,0.3582,13
56,1/23/11,2011,1,0,16,0,0,1,0.16,0.1364,0.26,0.3284,9
50,1/23/11,2011,1,0,17,0,0,1,0.14,0.1061,0.26,0.3881,5
44,1/23/11,2011,1,0,18,0,0,1,0.12,0.1212,0.3,0.2537,5
45,1/23/11,2011,1,0,19,0,0,1,0.12,0.1212,0.3,0.2836,5
31,1/23/11,2011,1,0,20,0,0,1,0.1,0.1061,0.36,0.2537,4
20,1/23/11,2011,1,0,21,0,0,1,0.1,0.1061,0.36,0.194,5
23,1/23/11,2011,1,0,22,0,0,1,0.08,0.0909,0.38,0.194,5
17,1/23/11,2011,1,0,23,0,0,1,0.06,0.0606,0.41,0.2239,4
7,1/24/11,2011,1,1,0,0,1,1,0.06,0.0606,0.41,0.194,0
1,1/24/11,2011,1,1,1,0,1,1,0.04,0.0455,0.45,0.194,0
1,1/24/11,2011,1,1,3,0,1,1,0.04,0.0303,0.45,0.2537,0
1,1/24/11,2011,1,1,4,0,1,1,0.02,0.0606,0.48,0.1343,0
5,1/24/11,2011,1,1,5,0,1,1,0.02,0.0606,0.48,0.1343,0
15,1/24/11,2011,1,1,6,0,1,1,0.02,0.0758,0.48,0.0896,0
79,1/24/11,2011,1,1,7,0,1,1,0.02,0.1212,0.48,0,5
171,1/24/11,2011,1,1,8,0,1,1,0.04,0.1364,0.49,0,6
98,1/24/11,2011,1,1,9,0,1,1,0.06,0.1515,0.41,0,4
34,1/24/11,2011,1,1,10,0,1,1,0.1,0.1364,0.42,0,6
43,1/24/11,2011,1,1,11,0,1,1,0.1,0.1212,0.46,0.1343,3
52,1/24/11,2011,1,1,12,0,1,2,0.12,0.1364,0.42,0.194,11
54,1/24/11,2011,1,1,13,0,1,2,0.14,0.1364,0.43,0.2239,6
43,1/24/11,2011,1,1,14,0,1,2,0.14,0.1364,0.46,0.2239,2
50,1/24/11,2011,1,1,15,0,1,1,0.16,0.1667,0.4,0.1642,7
66,1/24/11,2011,1,1,16,0,1,1,0.16,0.1515,0.47,0.2537,4
178,1/24/11,2011,1,1,17,0,1,1,0.14,0.1212,0.5,0.2537,6
145,1/24/11,2011,1,1,18,0,1,1,0.14,0.1364,0.59,0.194,8
101,1/24/11,2011,1,1,19,0,1,1,0.14,0.1515,0.54,0.1642,5
80,1/24/11,2011,1,1,20,0,1,1,0.14,0.1364,0.59,0.194,1
53,1/24/11,2011,1,1,21,0,1,1,0.14,0.1515,0.63,0.1642,6
32,1/24/11,2011,1,1,22,0,1,2,0.14,0.1364,0.63,0.2239,3
21,1/24/11,2011,1,1,23,0,1,2,0.16,0.1515,0.64,0.2537,3
6,1/25/11,2011,1,2,0,0,1,2,0.16,0.1364,0.69,0.2836,3
5,1/25/11,2011,1,2,1,0,1,2,0.16,0.1667,0.69,0.1642,0
2,1/25/11,2011,1,2,2,0,1,1,0.16,0.1515,0.69,0.2239,0
1,1/25/11,2011,1,2,4,0,1,1,0.14,0.1667,0.74,0.1045,0
9,1/25/11,2011,1,2,5,0,1,1,0.14,0.1364,0.74,0.2239,0
35,1/25/11,2011,1,2,6,0,1,1,0.16,0.1818,0.74,0.1045,1
103,1/25/11,2011,1,2,7,0,1,1,0.16,0.1515,0.74,0.2239,5
233,1/25/11,2011,1,2,8,0,1,2,0.16,0.1818,0.74,0.1343,5
134,1/25/11,2011,1,2,9,0,1,2,0.2,0.2273,0.64,0.0896,10
49,1/25/11,2011,1,2,10,0,1,2,0.22,0.2424,0.6,0.1045,6
55,1/25/11,2011,1,2,11,0,1,2,0.24,0.2424,0.6,0.1343,6
85,1/25/11,2011,1,2,12,0,1,2,0.26,0.2879,0.56,0.0896,21
72,1/25/11,2011,1,2,13,0,1,2,0.26,0.2727,0.56,0.1343,21
57,1/25/11,2011,1,2,14,0,1,2,0.3,0.3333,0.45,0,11
63,1/25/11,2011,1,2,15,0,1,2,0.32,0.3485,0.42,0,21
102,1/25/11,2011,1,2,16,0,1,2,0.32,0.3485,0.42,0,14
208,1/25/11,2011,1,2,17,0,1,1,0.3,0.3333,0.45,0,14
218,1/25/11,2011,1,2,18,0,1,2,0.3,0.3182,0.49,0.0896,7
133,1/25/11,2011,1,2,19,0,1,2,0.26,0.2576,0.65,0.1642,13
103,1/25/11,2011,1,2,20,0,1,1,0.24,0.2273,0.65,0.194,16
40,1/25/11,2011,1,2,21,0,1,1,0.24,0.2273,0.65,0.194,5
49,1/25/11,2011,1,2,22,0,1,1,0.22,0.2273,0.64,0.1642,4
37,1/25/11,2011,1,2,23,0,1,2,0.22,0.2273,0.64,0.1642,3
14,1/26/11,2011,1,3,0,0,1,2,0.22,0.2273,0.69,0.1343,3
5,1/26/11,2011,1,3,1,0,1,2,0.24,0.2424,0.65,0.1343,0
7,1/26/11,2011,1,3,2,0,1,3,0.22,0.2273,0.69,0.194,3
1,1/26/11,2011,1,3,5,0,1,3,0.2,0.1818,0.86,0.2836,0
8,1/26/11,2011,1,3,6,0,1,3,0.2,0.1818,0.86,0.2836,0
29,1/26/11,2011,1,3,7,0,1,3,0.22,0.2121,0.87,0.2985,1
69,1/26/11,2011,1,3,8,0,1,3,0.22,0.2121,0.87,0.2985,3
55,1/26/11,2011,1,3,9,0,1,3,0.22,0.2121,0.87,0.2985,3
26,1/26/11,2011,1,3,10,0,1,3,0.22,0.2121,0.93,0.2836,2
35,1/26/11,2011,1,3,11,0,1,3,0.22,0.197,0.93,0.3284,6
41,1/26/11,2011,1,3,12,0,1,3,0.22,0.197,0.93,0.3284,7
43,1/26/11,2011,1,3,13,0,1,3,0.22,0.197,0.93,0.3284,4
36,1/26/11,2011,1,3,14,0,1,3,0.22,0.197,0.93,0.3582,0
42,1/26/11,2011,1,3,15,0,1,3,0.22,0.1818,0.93,0.4627,1
35,1/26/11,2011,1,3,16,0,1,4,0.22,0.197,0.93,0.3284,1
26,1/26/11,2011,1,3,17,0,1,3,0.2,0.1818,0.93,0.3582,0
23,1/27/11,2011,1,4,16,0,1,1,0.22,0.2273,0.55,0.194,1
82,1/27/11,2011,1,4,17,0,1,1,0.22,0.2424,0.55,0.1045,2
101,1/27/11,2011,1,4,18,0,1,1,0.2,0.2273,0.69,0.0896,3
76,1/27/11,2011,1,4,19,0,1,1,0.2,0.2273,0.69,0.0896,3
55,1/27/11,2011,1,4,20,0,1,1,0.18,0.2121,0.74,0.0896,4
36,1/27/11,2011,1,4,21,0,1,1,0.18,0.2121,0.74,0.0896,2
27,1/27/11,2011,1,4,22,0,1,1,0.18,0.2121,0.74,0.0896,0
16,1/27/11,2011,1,4,23,0,1,1,0.18,0.197,0.8,0.1642,0
9,1/28/11,2011,1,5,0,0,1,2,0.2,0.2121,0.75,0.1343,0
2,1/28/11,2011,1,5,1,0,1,2,0.2,0.2121,0.75,0.1343,1
2,1/28/11,2011,1,5,2,0,1,2,0.2,0.2121,0.75,0.1642,0
0,1/28/11,2011,1,5,3,0,1,2,0.2,0.2273,0.75,0.1045,1
4,1/28/11,2011,1,5,5,0,1,2,0.18,0.2121,0.8,0.1045,0
16,1/28/11,2011,1,5,6,0,1,2,0.18,0.197,0.8,0.1343,0
58,1/28/11,2011,1,5,7,0,1,2,0.16,0.197,0.86,0.0896,2
155,1/28/11,2011,1,5,8,0,1,2,0.16,0.197,0.86,0.0896,2
95,1/28/11,2011,1,5,9,0,1,3,0.18,0.2121,0.86,0.0896,6
49,1/28/11,2011,1,5,10,0,1,3,0.18,0.2121,0.86,0.1045,0
30,1/28/11,2011,1,5,11,0,1,3,0.18,0.2121,0.93,0.1045,0
28,1/28/11,2011,1,5,12,0,1,3,0.18,0.2121,0.93,0.1045,1
31,1/28/11,2011,1,5,13,0,1,3,0.18,0.2121,0.93,0.1045,0
36,1/28/11,2011,1,5,14,0,1,3,0.22,0.2727,0.8,0,2
40,1/28/11,2011,1,5,15,0,1,2,0.2,0.2576,0.86,0,1
70,1/28/11,2011,1,5,16,0,1,1,0.22,0.2727,0.8,0,10
147,1/28/11,2011,1,5,17,0,1,1,0.24,0.2424,0.75,0.1343,2
107,1/28/11,2011,1,5,18,0,1,1,0.24,0.2273,0.75,0.194,2
84,1/28/11,2011,1,5,19,0,1,2,0.24,0.2424,0.75,0.1343,5
61,1/28/11,2011,1,5,20,0,1,2,0.24,0.2273,0.7,0.194,1
57,1/28/11,2011,1,5,21,0,1,2,0.22,0.2273,0.75,0.1343,1
26,1/28/11,2011,1,5,22,0,1,1,0.24,0.2121,0.65,0.3582,0
22,1/28/11,2011,1,5,23,0,1,1,0.24,0.2273,0.6,0.2239,1
26,1/29/11,2011,1,6,0,0,0,1,0.22,0.197,0.64,0.3582,2
20,1/29/11,2011,1,6,1,0,0,1,0.22,0.2273,0.64,0.194,0
15,1/29/11,2011,1,6,2,0,0,1,0.22,0.2273,0.64,0.1642,0
5,1/29/11,2011,1,6,3,0,0,1,0.2,0.2121,0.64,0.1343,3
2,1/29/11,2011,1,6,4,0,0,1,0.16,0.1818,0.69,0.1045,1
2,1/29/11,2011,1,6,6,0,0,1,0.16,0.1818,0.64,0.1343,0
4,1/29/11,2011,1,6,7,0,0,1,0.16,0.1818,0.59,0.1045,1
31,1/29/11,2011,1,6,8,0,0,1,0.18,0.197,0.55,0.1642,3
34,1/29/11,2011,1,6,9,0,0,1,0.18,0.2121,0.59,0.0896,0
51,1/29/11,2011,1,6,10,0,0,2,0.18,0.2121,0.64,0.1045,4
60,1/29/11,2011,1,6,11,0,0,2,0.18,0.197,0.64,0.1343,4
66,1/29/11,2011,1,6,12,0,0,2,0.2,0.197,0.59,0.194,12
56,1/29/11,2011,1,6,13,0,0,2,0.22,0.2273,0.55,0.1642,9
89,1/29/11,2011,1,6,14,0,0,2,0.22,0.2273,0.6,0.1343,10
98,1/29/11,2011,1,6,15,0,0,1,0.22,0.2121,0.69,0.2537,22
88,1/29/11,2011,1,6,16,0,0,1,0.24,0.2424,0.6,0.1642,19
82,1/29/11,2011,1,6,17,0,0,1,0.24,0.2879,0.6,0,9
59,1/29/11,2011,1,6,18,0,0,1,0.22,0.2273,0.69,0.1343,9
52,1/29/11,2011,1,6,19,0,0,2,0.22,0.2121,0.69,0.2537,6
42,1/29/11,2011,1,6,20,0,0,1,0.18,0.2121,0.74,0.0896,1
35,1/29/11,2011,1,6,21,0,0,1,0.18,0.2121,0.74,0.0896,1
28,1/29/11,2011,1,6,22,0,0,1,0.16,0.197,0.8,0.0896,4
30,1/29/11,2011,1,6,23,0,0,1,0.16,0.197,0.8,0.0896,3
33,1/30/11,2011,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,0
22,1/30/11,2011,1,0,1,0,0,1,0.14,0.2121,0.8,0,7
10,1/30/11,2011,1,0,2,0,0,1,0.16,0.2273,0.8,0,1
7,1/30/11,2011,1,0,3,0,0,1,0.14,0.2121,0.93,0,1
1,1/30/11,2011,1,0,4,0,0,1,0.14,0.2121,0.93,0,0
3,1/30/11,2011,1,0,5,0,0,1,0.14,0.2121,0.86,0,0
3,1/30/11,2011,1,0,7,0,0,1,0.14,0.2121,0.86,0,0
11,1/30/11,2011,1,0,8,0,0,2,0.14,0.2121,0.86,0,1
34,1/30/11,2011,1,0,9,0,0,2,0.16,0.2273,0.8,0,4
57,1/30/11,2011,1,0,10,0,0,2,0.18,0.2424,0.8,0,7
50,1/30/11,2011,1,0,11,0,0,1,0.22,0.2727,0.75,0,9
87,1/30/11,2011,1,0,12,0,0,1,0.3,0.3182,0.52,0.1045,10
71,1/30/11,2011,1,0,13,0,0,1,0.28,0.2879,0.61,0.1045,13
104,1/30/11,2011,1,0,14,0,0,1,0.28,0.303,0.61,0.0896,18
